seq_idx,header,rank,start_pos,end_pos,trough_pos,width_bp,mean_residual,gc_pct,nonB_motifs,n_motif_types
6048,FP009704 RASSF8_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-141,-148,60,-0.28517,82.61,STR;DirectRepeat,2
6049,FP015930 DYNLT3_1            :+U  EU:NC; range -3000 to  3000.,1,-183,-134,-143,50,-0.89128,49.15,STR;DirectRepeat;Triplex,3
6050,FP011022 C14orf178_1         :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-197,50,-0.0974,44.07,DirectRepeat,1
6050,FP011022 C14orf178_1         :+U  EU:NC; range -3000 to  3000.,2,-26,23,-15,50,-0.16923,40.68,STR;DirectRepeat,2
6051,FP003385 KBTBD12_1           :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-189,50,-0.22958,44.07,STR;DirectRepeat,2
6051,FP003385 KBTBD12_1           :+U  EU:NC; range -3000 to  3000.,2,-130,-79,-86,52,-0.14277,52.46,STR;DirectRepeat,2
6051,FP003385 KBTBD12_1           :+U  EU:NC; range -3000 to  3000.,3,-78,26,18,105,-0.11506,73.68,ZDNA;STR;DirectRepeat,3
6052,FP007800 GBGT1_1             :+U  EU:NC; range -3000 to  3000.,1,-200,37,-84,238,-0.06483,68.83,G4;STR;DirectRepeat;Triplex,4
6053,FP011943 CHP2_1              :+U  EU:NC; range -3000 to  3000.,1,-134,-85,-92,50,-0.50713,64.41,STR;DirectRepeat,2
6054,FP008945 UBXN1_1             :+U  EU:NC; range -3000 to  3000.,1,-163,-114,-116,50,-0.75339,67.8,STR;DirectRepeat,2
6055,FP013784 RANBP3_1            :+U  EU:NC; range -3000 to  3000.,1,-151,-102,-116,50,-0.34444,79.66,STR;DirectRepeat,2
6057,FP012613 CDRT15_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-177,50,-0.74677,61.02,STR;DirectRepeat;Triplex,3
6057,FP012613 CDRT15_1            :+U  EU:NC; range -3000 to  3000.,2,-150,-60,-123,91,-0.07873,51.0,STR;DirectRepeat;Triplex,3
6058,FP016383 GABRQ_1             :+U  EU:NC; range -3000 to  3000.,1,-124,-75,-96,50,-0.25038,74.58,ZDNA;STR;DirectRepeat,3
6059,FP012874 KRT24_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-171,50,-1.16748,25.42,STR;PolyT;DirectRepeat,3
6060,FP002185 UXS1_1              :+U  EU:NC; range -3000 to  3000.,1,-28,22,20,51,-0.53575,85.0,STR;DirectRepeat,2
6061,FP005988 CYTH3_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-79,-105,122,-0.11155,77.86,STR;DirectRepeat,2
6062,FP004171 BBS7_1              :+U  EU:NC; range -3000 to  3000.,1,-196,-116,-129,81,-0.11339,62.22,STR;DirectRepeat,2
6063,FP001109 LMNA_1              :+U  EU:NC; range -3000 to  3000.,1,-100,-51,-97,50,-0.36333,64.41,STR;DirectRepeat,2
6064,FP002112 ZNF514_1            :+U  EU:NC; range -3000 to  3000.,1,-63,-14,-37,50,-0.93504,93.22,G4;STR;DirectRepeat,3
6064,FP002112 ZNF514_1            :+U  EU:NC; range -3000 to  3000.,2,-115,-64,-85,52,-0.38552,91.8,G4;STR;DirectRepeat,3
6065,FP010593 CLDN10_1            :+U  EU:NC; range -3000 to  3000.,1,-33,16,13,50,-0.36871,77.97,STR;DirectRepeat,2
6065,FP010593 CLDN10_1            :+U  EU:NC; range -3000 to  3000.,2,-165,-35,-83,131,-0.07536,79.29,G4;STR;DirectRepeat,3
6066,FP015818 ASMTL_1             :+U  EU:NC; range -3000 to  3000.,1,-196,-140,-165,57,-0.08009,74.24,iMotif;STR;DirectRepeat,3
6066,FP015818 ASMTL_1             :+U  EU:NC; range -3000 to  3000.,2,-139,-31,-35,109,-0.05834,72.03,iMotif;STR;DirectRepeat,3
6067,FP011634 BLM_1               :+U  EU:NC; range -3000 to  3000.,1,-200,-89,-111,112,-0.32051,66.94,STR;DirectRepeat,2
6068,FP003549 NMD3_1              :+U  EU:NC; range -3000 to  3000.,1,-189,-50,-65,140,-0.14206,61.74,STR;DirectRepeat,2
6069,FP000317 ATPIF1_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-178,50,-0.57201,49.15,DirectRepeat,1
6070,FP012043 STX1B_1             :+U  EU:NC; range -3000 to  3000.,1,-193,-144,-193,50,-0.45582,79.66,STR;DirectRepeat,2
6070,FP012043 STX1B_1             :+U  EU:NC; range -3000 to  3000.,2,-143,-22,-65,122,-0.192,77.86,STR;DirectRepeat,2
6071,FP005569 BMP5_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-146,-176,55,-0.16727,37.5,STR;DirectRepeat,2
6072,FP013348 TSPAN10_1           :+U  EU:NC; range -3000 to  3000.,1,-200,-142,-157,59,-0.44133,58.82,STR;DirectRepeat,2
6073,FP010572 COMMD6_1            :+U  EU:NC; range -3000 to  3000.,1,-199,-150,-155,50,-0.48838,30.51,STR;DirectRepeat,2
6074,FP013708 DIRAS1_1            :+U  EU:NC; range -3000 to  3000.,1,-49,0,-7,50,-0.47497,93.22,STR;DirectRepeat,2
6074,FP013708 DIRAS1_1            :+U  EU:NC; range -3000 to  3000.,2,-200,-50,-172,151,-0.09992,88.75,G4;STR;DirectRepeat,3
6075,FP000535 MKNK1_1             :+U  EU:NC; range -3000 to  3000.,1,-192,-143,-156,50,-0.58222,67.8,STR;DirectRepeat,2
6076,FP010059 TMEM19_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-89,-104,112,-0.1115,38.02,STR;DirectRepeat,2
6076,FP010059 TMEM19_1            :+U  EU:NC; range -3000 to  3000.,2,-74,49,19,124,-0.08369,74.44,STR;DirectRepeat,2
6077,FP013997 ILVBL_1             :+U  EU:NC; range -3000 to  3000.,1,-172,-71,-74,102,-0.07293,72.07,STR;DirectRepeat,2
6078,FP015115 DBNDD2_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-129,-145,72,-0.08921,70.37,DirectRepeat;Triplex,2
6079,FP007668 STOM_1              :+U  EU:NC; range -3000 to  3000.,1,-176,-95,-116,82,-0.18374,65.93,G4;STR;DirectRepeat,3
6080,FP011856 TNP2_1              :+U  EU:NC; range -3000 to  3000.,1,-104,-55,-102,50,-0.41294,62.71,STR;DirectRepeat,2
6080,FP011856 TNP2_1              :+U  EU:NC; range -3000 to  3000.,2,-53,47,31,101,-0.1373,60.0,STR;DirectRepeat;Triplex,3
6081,FP002850 GRIP2_1             :+U  EU:NC; range -3000 to  3000.,1,-199,-148,-153,52,-0.13403,65.57,STR;DirectRepeat,2
6082,FP005439 KIF6_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-87,-92,114,-0.33343,69.11,iMotif;STR;DirectRepeat,3
6083,FP015604 RFPL3_1             :+U  EU:NC; range -3000 to  3000.,1,-194,-145,-192,50,-0.55398,64.41,STR;DirectRepeat,2
6084,FP001797 PREB_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-190,50,-0.8589,72.88,STR;DirectRepeat,2
6084,FP001797 PREB_1              :+U  EU:NC; range -3000 to  3000.,2,-150,-85,-110,66,-0.35528,78.67,STR;DirectRepeat,2
6085,FP004501 SKIV2L2_1           :+U  EU:NC; range -3000 to  3000.,1,-128,-79,-88,50,-0.44614,77.97,STR;DirectRepeat,2
6086,FP016057 USP51_1             :+U  EU:NC; range -3000 to  3000.,1,-51,-2,-51,50,-0.4746,69.49,STR;DirectRepeat;Triplex,3
6089,FP004764 CAMLG_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-194,50,-0.68609,64.41,STR;DirectRepeat,2
6090,FP014581 ZNF473_1            :+U  EU:NC; range -3000 to  3000.,1,-120,-71,-91,50,-0.25139,54.24,DirectRepeat,1
6090,FP014581 ZNF473_1            :+U  EU:NC; range -3000 to  3000.,2,-171,-122,-133,50,-0.1108,45.76,STR;DirectRepeat,2
6091,FP015715 ZC3H7B_1            :+U  EU:NC; range -3000 to  3000.,1,-146,-97,-119,50,-0.87594,84.75,STR;DirectRepeat,2
6092,FP007154 MTSS1_1             :+U  EU:NC; range -3000 to  3000.,1,-26,23,15,50,-0.31901,83.05,STR;DirectRepeat,2
6094,FP008872 DTX4_1              :+U  EU:NC; range -3000 to  3000.,1,-199,-120,-123,80,-0.24122,74.16,STR;DirectRepeat,2
6095,FP009179 RNF169_1            :+U  EU:NC; range -3000 to  3000.,1,-199,-150,-157,50,-0.70661,32.2,STR;DirectRepeat,2
6096,FP015022 TRPC4AP_1           :+U  EU:NC; range -3000 to  3000.,1,-193,-141,-165,53,-0.25809,62.9,STR;DirectRepeat,2
6097,FP002123 TMEM127_1           :+U  EU:NC; range -3000 to  3000.,1,-200,-146,-149,55,-0.33214,64.06,STR;DirectRepeat,2
6097,FP002123 TMEM127_1           :+U  EU:NC; range -3000 to  3000.,2,-145,-7,-41,139,-0.22955,75.0,ZDNA;STR;DirectRepeat;Triplex,4
6099,FP014545 HRC_1               :+U  EU:NC; range -3000 to  3000.,1,-194,-145,-184,50,-0.90879,72.88,STR;DirectRepeat;Triplex,3
6099,FP014545 HRC_1               :+U  EU:NC; range -3000 to  3000.,2,-139,-28,-90,112,-0.07433,62.81,G4;STR;DirectRepeat;Triplex,4
6101,FP015196 SPO11_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-154,50,-0.29519,72.88,DirectRepeat,1
6102,FP016385 CSAG2_1             :+U  EU:NC; range -3000 to  3000.,1,-198,-149,-158,50,-0.5635,67.8,STR;DirectRepeat,2
6104,FP004219 GYPA_1              :+U  EU:NC; range -3000 to  3000.,1,-161,-85,-91,77,-0.12587,40.7,STR;DirectRepeat,2
6104,FP004219 GYPA_1              :+U  EU:NC; range -3000 to  3000.,2,-84,18,15,103,-0.11703,50.0,STR;PolyT;DirectRepeat,3
6105,FP011654 PGPEP1L_1           :+U  EU:NC; range -3000 to  3000.,1,-173,0,-112,174,-0.06966,67.21,STR;DirectRepeat,2
6106,FP003241 NIT2_1              :+U  EU:NC; range -3000 to  3000.,1,-65,-16,-45,50,-0.13918,81.36,STR;DirectRepeat,2
6107,FP006995 CRISPLD1_1          :+U  EU:NC; range -3000 to  3000.,1,-60,-3,-7,58,-0.21289,67.16,STR;DirectRepeat,2
6109,FP000154 DDI2_1              :+U  EU:NC; range -3000 to  3000.,1,-169,-120,-123,50,-0.56119,71.19,STR;DirectRepeat,2
6110,FP012202 CTCF_1              :+U  EU:NC; range -3000 to  3000.,1,-139,-90,-103,50,-0.81716,72.88,iMotif;STR;DirectRepeat,3
6112,FP008034 ZNF25_1             :+U  EU:NC; range -3000 to  3000.,1,-136,-87,-99,50,-0.35517,69.49,DirectRepeat,1
6113,FP004994 GABRG2_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-191,50,-1.31128,33.9,STR;PolyA;DirectRepeat;Triplex,4
6114,FP013545 SKA1_1              :+U  EU:NC; range -3000 to  3000.,1,-95,-46,-76,50,-0.37154,71.19,STR;DirectRepeat,2
6114,FP013545 SKA1_1              :+U  EU:NC; range -3000 to  3000.,2,-45,44,28,90,-0.22282,63.64,STR;DirectRepeat,2
6115,FP016266 AKAP14_1            :+U  EU:NC; range -3000 to  3000.,1,-142,-93,-132,50,-0.49862,47.46,iMotif;STR;DirectRepeat,3
6116,FP015670 KDELR3_1            :+U  EU:NC; range -3000 to  3000.,1,-191,-142,-160,50,-0.63823,83.05,STR;DirectRepeat,2
6116,FP015670 KDELR3_1            :+U  EU:NC; range -3000 to  3000.,2,-105,-49,-89,57,-0.12299,81.82,STR;DirectRepeat,2
6118,FP012155 PRSS54_1            :+U  EU:NC; range -3000 to  3000.,1,-191,-142,-168,50,-0.33949,54.24,STR,1
6118,FP012155 PRSS54_1            :+U  EU:NC; range -3000 to  3000.,2,-63,38,32,102,-0.09323,47.75,DirectRepeat,1
6120,FP010260 TBX3_1              :+U  EU:NC; range -3000 to  3000.,1,-194,-128,-153,67,-0.14728,51.32,STR;DirectRepeat,2
6122,FP013512 CELF4_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-195,50,-1.99113,11.86,STR;PolyA;DirectRepeat;Triplex,4
6122,FP013512 CELF4_1             :+U  EU:NC; range -3000 to  3000.,2,-96,-47,-49,50,-0.48297,64.41,STR;DirectRepeat;Triplex,3
6122,FP013512 CELF4_1             :+U  EU:NC; range -3000 to  3000.,3,-46,4,-7,51,-0.22156,61.67,STR;DirectRepeat;Triplex,3
6123,FP003378 CHCHD6_1            :+U  EU:NC; range -3000 to  3000.,1,-195,-127,-134,69,-0.23812,66.67,STR;DirectRepeat,2
6124,FP008696 PIK3C2A_1           :+U  EU:NC; range -3000 to  3000.,1,-188,-139,-169,50,-0.70706,76.27,iMotif;STR;DirectRepeat,3
6124,FP008696 PIK3C2A_1           :+U  EU:NC; range -3000 to  3000.,2,-138,-75,-107,64,-0.07422,73.97,STR;DirectRepeat,2
6125,FP004162 MAD2L1_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-179,50,-0.17774,57.63,DirectRepeat,1
6125,FP004162 MAD2L1_1            :+U  EU:NC; range -3000 to  3000.,2,-150,-54,-58,97,-0.11814,68.87,STR;DirectRepeat;Triplex,3
6126,FP000052 MEGF6_1             :+U  EU:NC; range -3000 to  3000.,1,-138,-89,-117,50,-1.44961,89.83,G4;STR;DirectRepeat,3
6127,FP004396 MARCH6_1            :+U  EU:NC; range -3000 to  3000.,1,-173,-120,-138,54,-0.20779,71.43,STR;DirectRepeat,2
6127,FP004396 MARCH6_1            :+U  EU:NC; range -3000 to  3000.,2,-98,49,-10,148,-0.07282,71.97,iMotif;STR;DirectRepeat,3
6128,FP000231 ASAP3_1             :+U  EU:NC; range -3000 to  3000.,1,-35,14,11,50,-0.12987,83.05,STR;DirectRepeat,2
6128,FP000231 ASAP3_1             :+U  EU:NC; range -3000 to  3000.,2,-175,-36,-85,140,-0.07871,81.88,STR;DirectRepeat,2
6129,FP007086 RRM2B_1             :+U  EU:NC; range -3000 to  3000.,1,-120,-38,-45,83,-0.28455,75.0,STR;DirectRepeat,2
6129,FP007086 RRM2B_1             :+U  EU:NC; range -3000 to  3000.,2,-186,-137,-137,50,-0.20594,83.05,STR;DirectRepeat,2
6130,FP004308 FBXO8_1             :+U  EU:NC; range -3000 to  3000.,1,-116,-41,-46,76,-0.29914,41.18,STR;DirectRepeat,2
6130,FP004308 FBXO8_1             :+U  EU:NC; range -3000 to  3000.,2,-170,-121,-130,50,-0.22194,47.46,STR;DirectRepeat,2
6131,FP003943 UGT2B15_1           :+U  EU:NC; range -3000 to  3000.,1,-200,-148,-151,53,-0.77638,25.81,STR;DirectRepeat,2
6131,FP003943 UGT2B15_1           :+U  EU:NC; range -3000 to  3000.,2,-146,14,0,161,-0.08261,30.59,STR;DirectRepeat;Triplex,3
6132,FP000177 PADI1_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-162,50,-0.25119,67.8,STR;DirectRepeat,2
6133,FP005858 RAET1G_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-130,-135,71,-0.18879,66.25,STR;DirectRepeat,2
6133,FP005858 RAET1G_1            :+U  EU:NC; range -3000 to  3000.,2,-113,-22,-32,92,-0.15491,59.41,STR;DirectRepeat,2
6134,FP008801 CHST1_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-165,50,-0.38715,83.05,G4;STR;DirectRepeat,3
6134,FP008801 CHST1_1             :+U  EU:NC; range -3000 to  3000.,2,-96,-46,-60,51,-0.76993,80.0,G4;ZDNA;STR;DirectRepeat;Triplex,5
6134,FP008801 CHST1_1             :+U  EU:NC; range -3000 to  3000.,3,-150,-97,-101,54,-0.05991,80.95,STR;DirectRepeat,2
6136,FP001446 KISS1_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-159,50,-0.46312,66.1,STR;DirectRepeat;Triplex,3
6138,FP003311 POGLUT1_1           :+U  EU:NC; range -3000 to  3000.,1,-181,-132,-172,50,-0.19186,61.02,STR;DirectRepeat;Triplex,3
6138,FP003311 POGLUT1_1           :+U  EU:NC; range -3000 to  3000.,2,-122,-65,-71,58,-0.15484,68.66,STR;DirectRepeat;Triplex,3
6138,FP003311 POGLUT1_1           :+U  EU:NC; range -3000 to  3000.,3,-64,31,-33,96,-0.09665,77.14,STR;DirectRepeat,2
6139,FP001540 TGFB2_1             :+U  EU:NC; range -3000 to  3000.,1,-18,31,-18,50,-0.32534,61.02,STR;DirectRepeat,2
6139,FP001540 TGFB2_1             :+U  EU:NC; range -3000 to  3000.,2,-200,-151,-195,50,-0.12049,74.58,ZDNA;STR;DirectRepeat,3
6139,FP001540 TGFB2_1             :+U  EU:NC; range -3000 to  3000.,3,-140,-19,-19,122,-0.10901,74.81,ZDNA;STR;DirectRepeat,3
6140,FP010829 CDKL1_1             :+U  EU:NC; range -3000 to  3000.,1,-199,-137,-153,63,-0.43909,45.83,STR;DirectRepeat;Triplex,3
6141,FP008154 SLC29A3_1           :+U  EU:NC; range -3000 to  3000.,1,-89,-27,-40,63,-0.44574,75.0,G4;STR;DirectRepeat;Triplex,4
6141,FP008154 SLC29A3_1           :+U  EU:NC; range -3000 to  3000.,2,-200,-90,-96,111,-0.08639,58.33,STR;DirectRepeat;Triplex,3
6142,FP004231 EDNRA_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-177,50,-0.11583,62.71,STR;DirectRepeat,2
6143,FP008517 PRAP1_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-149,-196,52,-0.14535,72.13,STR;DirectRepeat,2
6143,FP008517 PRAP1_1             :+U  EU:NC; range -3000 to  3000.,2,-148,-23,-107,126,-0.18016,69.63,STR;DirectRepeat,2
6144,FP008561 RPLP2_1             :+U  EU:NC; range -3000 to  3000.,1,-188,-139,-147,50,-1.17509,66.1,G4;STR;DirectRepeat;Triplex,4
6145,FP016301 ENOX2_1             :+U  EU:NC; range -3000 to  3000.,1,-195,-132,-170,64,-0.08632,50.68,STR;DirectRepeat,2
6147,FP008539 PKP3_1              :+U  EU:NC; range -3000 to  3000.,1,-26,31,6,58,-0.13928,68.66,DirectRepeat,1
6148,FP003507 GPR87_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-171,50,-0.15762,54.24,STR,1
6149,FP003488 HPS3_1              :+U  EU:NC; range -3000 to  3000.,1,-191,-142,-190,50,-0.36751,72.88,DirectRepeat,1
6149,FP003488 HPS3_1              :+U  EU:NC; range -3000 to  3000.,2,-139,-51,-62,89,-0.2395,76.53,STR;DirectRepeat,2
6151,FP016245 PLS3_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-161,50,-0.23239,59.32,STR;DirectRepeat,2
6151,FP016245 PLS3_1              :+U  EU:NC; range -3000 to  3000.,2,-148,-33,-47,116,-0.15785,69.6,STR;DirectRepeat;Triplex,3
6153,FP006644 REPIN1_1            :+U  EU:NC; range -3000 to  3000.,1,-131,-82,-103,50,-1.2489,91.53,iMotif;STR;DirectRepeat,3
6154,FP013109 DYNLL2_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-185,50,-0.42231,67.8,iMotif;STR;DirectRepeat,3
6154,FP013109 DYNLL2_1            :+U  EU:NC; range -3000 to  3000.,2,-52,-3,-50,50,-0.35278,83.05,G4;STR;DirectRepeat,3
6155,FP010984 NPC2_1              :+U  EU:NC; range -3000 to  3000.,1,-197,3,-112,201,-0.05087,71.43,G4;STR;DirectRepeat,3
6156,FP014148 DPY19L3_1           :+U  EU:NC; range -3000 to  3000.,1,-154,-47,-86,108,-0.33524,85.47,STR;DirectRepeat,2
6157,FP010088 TMTC2_1             :+U  EU:NC; range -3000 to  3000.,1,-198,-87,-98,112,-0.14736,64.46,STR;DirectRepeat,2
6158,FP015596 EIF4ENIF1_1         :+U  EU:NC; range -3000 to  3000.,1,-193,-144,-184,50,-0.48509,79.66,STR;DirectRepeat,2
6158,FP015596 EIF4ENIF1_1         :+U  EU:NC; range -3000 to  3000.,2,-65,-8,-37,58,-0.26705,71.64,STR;DirectRepeat;Triplex,3
6159,FP000731 BRDT_1              :+U  EU:NC; range -3000 to  3000.,1,-199,-150,-193,50,-0.42887,62.71,STR;DirectRepeat,2
6159,FP000731 BRDT_1              :+U  EU:NC; range -3000 to  3000.,2,-27,22,5,50,-0.20466,55.93,STR;DirectRepeat,2
6159,FP000731 BRDT_1              :+U  EU:NC; range -3000 to  3000.,3,-147,-81,-84,67,-0.07373,64.47,STR;DirectRepeat,2
6160,FP000549 TRABD2B_1           :+U  EU:NC; range -3000 to  3000.,1,-185,-70,-135,116,-0.11941,72.8,STR;DirectRepeat;Triplex,3
6161,FP002150 KIAA1211L_1         :+U  EU:NC; range -3000 to  3000.,1,-174,-125,-128,50,-0.47412,86.44,STR;DirectRepeat,2
6163,FP010319 B3GNT4_1            :+U  EU:NC; range -3000 to  3000.,1,-197,-148,-167,50,-0.59862,54.24,STR;DirectRepeat,2
6164,FP007875 DPP7_1              :+U  EU:NC; range -3000 to  3000.,1,-174,-109,-141,66,-0.64057,84.0,STR;DirectRepeat,2
6165,FP001462 ELK4_1              :+U  EU:NC; range -3000 to  3000.,1,-168,-119,-131,50,-0.29835,71.19,STR;DirectRepeat,2
6166,FP016299 SLC25A14_1          :+U  EU:NC; range -3000 to  3000.,1,-136,-87,-134,50,-0.55717,54.24,STR;DirectRepeat,2
6167,FP016112 HDAC8_1             :+U  EU:NC; range -3000 to  3000.,1,-170,-117,-124,54,-0.2075,49.21,STR;DirectRepeat,2
6168,FP012128 CETP_1              :+U  EU:NC; range -3000 to  3000.,1,-118,-69,-115,50,-0.34671,67.8,STR;DirectRepeat;Triplex,3
6169,FP008969 RTN3_1              :+U  EU:NC; range -3000 to  3000.,1,-77,-28,-40,50,-0.41082,71.19,STR;DirectRepeat,2
6169,FP008969 RTN3_1              :+U  EU:NC; range -3000 to  3000.,2,-195,-134,-172,62,-0.30498,76.06,STR;DirectRepeat,2
6169,FP008969 RTN3_1              :+U  EU:NC; range -3000 to  3000.,3,-133,-78,-84,56,-0.08999,70.77,DirectRepeat,1
6170,FP003320 GSK3B_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-38,-84,163,-0.16856,72.09,STR;DirectRepeat;Triplex,3
6171,FP000990 MRPL9_1             :+U  EU:NC; range -3000 to  3000.,1,-171,-11,-138,161,-0.06849,65.29,STR;DirectRepeat,2
6172,FP005574 ZNF451_1            :+U  EU:NC; range -3000 to  3000.,1,-199,-143,-173,57,-0.0835,63.64,STR;DirectRepeat;Triplex,3
6175,FP001138 ARHGEF11_1          :+U  EU:NC; range -3000 to  3000.,1,-97,-2,-7,96,-0.29246,27.62,STR;PolyT;DirectRepeat,3
6175,FP001138 ARHGEF11_1          :+U  EU:NC; range -3000 to  3000.,2,-187,-98,-118,90,-0.06142,45.45,STR;DirectRepeat;Triplex,3
6176,FP015236 COL9A3_1            :+U  EU:NC; range -3000 to  3000.,1,-194,-145,-175,50,-0.64802,77.97,STR;DirectRepeat,2
6176,FP015236 COL9A3_1            :+U  EU:NC; range -3000 to  3000.,2,-120,-12,-79,109,-0.2601,83.9,G4;iMotif;STR;DirectRepeat;Triplex,5
6178,FP003180 PTPRG_1             :+U  EU:NC; range -3000 to  3000.,1,-79,-30,-76,50,-0.76803,74.58,STR;DirectRepeat,2
6179,FP008934 EEF1G_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-169,50,-1.1257,61.02,STR;DirectRepeat,2
6180,FP004498 MCIDAS_1            :+U  EU:NC; range -3000 to  3000.,1,-196,-147,-191,50,-0.57573,83.05,STR;DirectRepeat,2
6181,FP012063 C16orf58_1          :+U  EU:NC; range -3000 to  3000.,1,-180,-131,-142,50,-0.38248,72.88,STR;DirectRepeat,2
6182,FP016079 EFNB1_1             :+U  EU:NC; range -3000 to  3000.,1,-126,-77,-116,50,-0.3003,62.71,STR;DirectRepeat,2
6182,FP016079 EFNB1_1             :+U  EU:NC; range -3000 to  3000.,2,-76,-6,-23,71,-0.11873,60.0,DirectRepeat,1
6183,FP006876 PLPP5_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-197,50,-0.14574,67.8,STR;DirectRepeat,2
6183,FP006876 PLPP5_1             :+U  EU:NC; range -3000 to  3000.,2,-30,36,31,67,-0.10563,80.26,STR;DirectRepeat,2
6185,FP012306 MON1B_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-158,50,-0.67813,54.24,STR;DirectRepeat,2
6186,FP004448 GDNF_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-146,-176,55,-0.18967,75.0,STR;DirectRepeat,2
6187,FP013568 MALT1_1             :+U  EU:NC; range -3000 to  3000.,1,-154,-105,-113,50,-0.59206,81.36,STR;DirectRepeat,2
6187,FP013568 MALT1_1             :+U  EU:NC; range -3000 to  3000.,2,-104,-16,-62,89,-0.05012,82.65,iMotif;STR;DirectRepeat,3
6189,FP001777 RAB10_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-146,-185,55,-1.00793,76.56,iMotif;STR;DirectRepeat,3
6190,FP000056 CCDC27_1            :+U  EU:NC; range -3000 to  3000.,1,-181,-132,-176,50,-0.44213,49.15,STR;DirectRepeat,2
6190,FP000056 CCDC27_1            :+U  EU:NC; range -3000 to  3000.,2,-131,-82,-93,50,-0.38376,62.71,STR;DirectRepeat,2
6191,FP012123 RP11-249C24_1       :+U  EU:NC; range -3000 to  3000.,1,-26,38,33,65,-0.15696,54.05,STR;DirectRepeat,2
6191,FP012123 RP11-249C24_1       :+U  EU:NC; range -3000 to  3000.,2,-200,-143,-144,58,-0.13368,74.63,STR;DirectRepeat,2
6191,FP012123 RP11-249C24_1       :+U  EU:NC; range -3000 to  3000.,3,-142,-27,-73,116,-0.16748,64.0,STR;DirectRepeat,2
6196,FP008016 SVIL_1              :+U  EU:NC; range -3000 to  3000.,1,-128,-79,-113,50,-1.16023,89.83,ZDNA;STR;DirectRepeat,3
6197,FP001351 COLGALT2_1          :+U  EU:NC; range -3000 to  3000.,1,-107,-58,-85,50,-0.48052,79.66,ZDNA;STR;DirectRepeat,3
6197,FP001351 COLGALT2_1          :+U  EU:NC; range -3000 to  3000.,2,-200,-151,-177,50,-0.12644,77.97,STR;DirectRepeat,2
6200,FP015226 HRH3_1              :+U  EU:NC; range -3000 to  3000.,1,-58,-3,-45,56,-0.67068,87.69,G4;STR;DirectRepeat,3
6200,FP015226 HRH3_1              :+U  EU:NC; range -3000 to  3000.,2,-200,-62,-72,139,-0.17413,83.11,G4;STR;DirectRepeat;Triplex,4
6201,FP002358 TANK_1              :+U  EU:NC; range -3000 to  3000.,1,-150,-101,-137,50,-0.84186,81.36,G4;STR;DirectRepeat,3
6201,FP002358 TANK_1              :+U  EU:NC; range -3000 to  3000.,2,-200,-151,-164,50,-0.1888,69.49,G4;STR;DirectRepeat,3
